time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-05-10T08:55:08.930Z,-20.244,168.226,11,6.8,mww,519,12.5,,1.15,us,usp000j1a8,2015-06-30T16:59:03.843Z,"Loyalty Islands, New Caledonia",earthquake,,,,,reviewed,us,us
2011-04-23T04:16:54.720Z,-10.375,161.2,79,6.8,mww,445,13,,0.98,us,usp000j0eh,2015-06-30T16:59:03.833Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
2011-04-18T13:03:02.730Z,-34.336,179.874,86,6.6,mww,467,22.2,,1.09,us,usp000j06q,2016-02-26T21:41:27.160Z,"south of the Kermadec Islands",earthquake,,,,,reviewed,us,us
2011-04-11T08:16:12.730Z,37.001,140.401,11,6.6,mww,586,10.1,,0.78,us,usp000hzq8,2015-06-30T16:59:03.824Z,"eastern Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-07T14:32:43.290Z,38.276,141.588,42,7.1,mww,446,17.7,,0.94,us,usp000hzf6,2016-02-12T22:23:53.521Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-04-07T13:11:22.400Z,17.208,-94.338,166.2,6.6,mww,518,37.2,,,us,usp000hzf3,2015-06-30T16:59:03.823Z,"Veracruz, Mexico",earthquake,,,,,reviewed,unm,us
2011-04-03T20:06:40.390Z,-9.848,107.693,14,6.7,mww,270,20.3,,1.11,us,usp000hz7h,2015-06-30T16:59:03.821Z,"south of Java, Indonesia",earthquake,,,,,reviewed,us,us
2011-03-24T13:55:12.010Z,20.687,99.822,8,6.9,mww,335,18.2,,1.1,us,usp000hyfx,2016-02-08T21:22:04.988Z,"Myanmar",earthquake,,,,,reviewed,us,us
2011-03-12T01:47:15.400Z,37.594,142.648,20,6.5,mww,472,17.7,,0.85,us,usp000hw7r,2015-06-30T16:59:03.794Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-11T11:36:40.920Z,39.241,142.463,25.7,6.6,ms,668,9.5,,1.11,us,usp000hvuu,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,4.8,,299,reviewed,us,us
2011-03-11T08:19:24.380Z,36.166,141.562,6.8,6.5,mb,369,18.7,,0.86,us,usp000hvrd,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,10.4,,253,reviewed,us,us
2011-03-11T06:25:50.300Z,38.058,144.59,18.6,7.7,mwc,507,10.8,,0.85,us,usp000hvpg,2015-05-13T18:53:59.000Z,"off the east coast of Honshu, Japan",earthquake,,8,,,reviewed,us,us
2011-03-11T06:20:04.110Z,36.004,142.067,49.3,6.5,mb,43,169.2,,0.87,us,usp000hvpd,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,9.2,,24,reviewed,us,us
2011-03-11T06:18:49.510Z,36.023,142.269,16,6.6,mb,57,106.6,,0.94,us,usp000hvpc,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,20.4,,29,reviewed,us,us
2011-03-11T06:15:40.280Z,36.281,141.111,42.6,7.9,mwc,163,48.4,,1.44,us,usp000hvpa,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,9.6,,,reviewed,us,us
2011-03-11T06:08:29.660Z,38.969,143.37,2.8,6.7,mb,122,52.3,,1.06,us,usp000hvp5,2015-07-13T17:02:24.000Z,"off the east coast of Honshu, Japan",earthquake,,16.1,,49,reviewed,us,us
2011-03-11T05:46:24.120Z,38.297,142.373,29,9.1,mww,541,9.5,,1.16,official,official20110311054624120_30,2016-11-07T22:36:45.227Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,official
2011-03-10T17:08:36.860Z,-6.873,116.72,510.6,6.5,mww,492,14.8,,1.05,us,usp000hvn3,2015-06-30T16:59:03.793Z,"Bali Sea",earthquake,,3,,,reviewed,us,us
2011-03-09T21:24:01.680Z,38.296,142.808,15,6.5,mwc,224,39.6,,0.99,us,usp000hvkh,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,10.5,,,reviewed,us,gcmt
2011-03-09T02:45:20.330Z,38.435,142.842,32,7.3,mww,550,17.4,,0.98,us,usp000hvhj,2015-06-30T16:59:03.791Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2011-03-06T14:32:36.080Z,-56.422,-27.063,87.7,6.5,mww,407,17.7,,1.02,us,usp000hveq,2015-05-13T18:53:59.000Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,us
2011-02-21T10:57:52.410Z,-26.142,178.394,558.1,6.5,mww,610,12.1,,0.89,us,usp000huus,2015-06-30T16:59:03.788Z,"south of the Fiji Islands",earthquake,,4.2,,,reviewed,us,us
2011-02-14T03:40:09.920Z,-35.38,-72.834,21,6.7,mww,358,33.9,,0.97,us,usp000hugg,2015-06-30T16:59:03.787Z,"offshore Maule, Chile",earthquake,,,,,reviewed,us,us
2011-02-11T20:05:30.910Z,-36.422,-72.96,26,6.9,mww,382,34.7,,1.27,us,usp000huc2,2015-06-30T16:59:03.786Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
2011-02-10T14:41:58.820Z,4.077,123.039,525,6.6,mwb,262,13.6,,1.37,us,usp000huac,2015-05-13T18:53:58.000Z,"Celebes Sea",earthquake,,,,,reviewed,us,us
2011-02-10T14:39:27.710Z,4.195,122.974,523.2,6.5,mww,488,11.4,,1.09,us,usp000huab,2015-06-30T16:59:03.785Z,"Celebes Sea",earthquake,,,,,reviewed,us,us
2011-01-18T20:23:23.480Z,28.777,63.951,68,7.2,mww,372,25.3,,1.3,us,usp000htb4,2015-06-30T16:59:03.780Z,"southwestern Pakistan",earthquake,,,,,reviewed,us,us
2011-01-13T16:16:41.540Z,-20.628,168.471,9,7,mww,578,13.3,,0.99,us,usp000ht15,2015-06-30T16:59:03.777Z,"Loyalty Islands, New Caledonia",earthquake,,,,,reviewed,us,us
2011-01-09T10:03:43.990Z,-19.155,168.312,22,6.5,mww,408,20.8,,1.02,us,usp000hst4,2015-06-30T16:59:03.775Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2011-01-02T20:20:17.780Z,-38.355,-73.326,24,7.2,mww,397,30.1,,1.1,us,usp000hsfq,2015-06-30T16:59:03.775Z,"Araucania, Chile",earthquake,,,,,reviewed,us,us
2011-01-01T09:56:58.120Z,-26.803,-63.136,576.8,7,mww,607,18.4,,0.85,us,usp000hsdc,2016-08-23T16:00:05.747Z,"Santiago Del Estero, Argentina",earthquake,,,,,reviewed,us,us
2010-12-25T13:16:37.000Z,-19.702,167.947,16,7.3,mwc,409,12,,1.17,us,usp000hrw0,2016-11-10T02:38:04.888Z,"Vanuatu region",earthquake,,,,,reviewed,us,us
2010-12-21T17:19:40.660Z,26.901,143.698,14,7.4,mwc,603,13,,0.99,us,usp000hr97,2016-11-10T02:37:42.379Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,us
2010-12-20T18:41:59.200Z,28.412,59.18,12,6.7,mwc,279,24.3,,1.21,us,usp000hr7k,2016-11-10T02:37:39.825Z,"southeastern Iran",earthquake,,,,,reviewed,us,us
2010-12-02T03:12:09.820Z,-6.001,149.977,33,6.6,mwb,306,18.5,,1.15,us,usp000hqdx,2016-11-10T02:36:56.170Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2010-11-30T03:24:40.180Z,28.349,139.187,470,6.8,mwc,477,24.5,,0.85,us,usp000hqaw,2016-11-10T02:36:50.609Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,us
2010-11-10T04:05:24.410Z,-45.464,96.394,10,6.5,mwc,267,26.2,,1.12,us,usp000hpc0,2016-11-10T02:35:54.993Z,"southeast Indian Ridge",earthquake,,,,,reviewed,us,us
2010-10-25T14:42:22.460Z,-3.487,100.082,20.1,7.8,mwc,379,23,,1.17,us,usp000hnj4,2016-11-10T02:35:19.757Z,"Kepulauan Mentawai region, Indonesia",earthquake,,3.5,,,reviewed,us,gcmt
2010-10-21T17:53:13.570Z,24.696,-109.156,13,6.7,mwc,352,50.3,,1.21,us,usp000hncm,2016-11-10T02:35:06.398Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2010-09-29T17:11:25.940Z,-4.963,133.76,26,7,mwc,271,15.1,,1.31,us,usp000hmbq,2016-11-10T02:33:50.498Z,"near the south coast of Papua, Indonesia",earthquake,,,,,reviewed,us,us
2010-09-03T16:35:47.770Z,-43.522,171.83,12,7,mwc,365,15.8,,1.3,us,usp000hk46,2016-11-10T02:32:35.628Z,"South Island of New Zealand",earthquake,,,,,reviewed,us,us
2010-09-03T11:16:06.600Z,51.451,-175.87,23.5,6.5,mwc,583,22.7,,,us,usp000hk3k,2016-11-10T02:32:35.137Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,aeic,gcmt
2010-08-14T23:01:04.090Z,12.273,141.429,13,6.6,mwc,374,13,,1.28,us,usp000hj6r,2016-11-10T02:31:56.863Z,"Mariana Islands region",earthquake,,,,,reviewed,us,us
2010-08-13T21:19:34.090Z,12.487,141.474,16,6.9,mwc,393,10.4,,1.35,us,usp000hj2j,2016-11-10T02:31:51.426Z,"Mariana Islands region",earthquake,,,,,reviewed,us,us
2010-08-12T11:54:15.580Z,-1.266,-77.306,206.7,7.1,mwc,672,12.4,,0.87,us,usp000hj05,2016-11-10T02:31:48.439Z,"Ecuador",earthquake,,,,,reviewed,us,us
2010-08-10T05:23:44.980Z,-17.541,168.069,25,7.3,mwc,405,20.2,,1.25,us,usp000hhuc,2016-11-10T02:31:40.407Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2010-08-04T22:01:43.620Z,-5.746,150.765,44,7,mww,396,12.7,,1.19,us,usp000hhhx,2016-11-10T02:31:29.820Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2010-08-04T07:15:33.510Z,-5.486,146.822,220,6.5,mwc,403,11.1,,0.97,us,usp000hhfk,2016-11-10T02:31:27.792Z,"eastern New Guinea region, Papua New Guinea",earthquake,,,,,reviewed,us,gcmt
2010-07-29T07:31:56.240Z,6.548,123.222,618,6.6,mwc,179,30.1,,1.43,us,usp000hh3f,2016-11-10T02:31:12.251Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
2010-07-24T05:35:01.060Z,6.218,123.519,553,6.6,mwc,380,18.8,,1.12,us,usp000hgnj,2016-11-10T02:31:04.205Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,gcmt
2010-07-23T23:15:10.190Z,6.776,123.259,640.6,7.5,mwc,441,17.5,,0.82,us,usp000hgmq,2016-11-10T02:31:03.641Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,gcmt
2010-07-23T22:51:11.840Z,6.497,123.48,578,7.6,mwc,340,15.1,,0.91,us,usp000hgmh,2016-11-10T02:31:03.137Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
2010-07-23T22:08:11.250Z,6.718,123.409,607.1,7.3,mwc,491,16.5,,0.91,us,usp000hgmd,2016-11-10T02:31:02.624Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
2010-07-18T13:34:59.360Z,-5.931,150.59,35,7.3,mwc,397,18.2,,1.16,us,usp000hfku,2016-11-10T02:30:46.300Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,gcmt
2010-07-18T13:04:09.410Z,-5.966,150.428,28,6.9,mwc,456,15.7,,0.96,us,usp000hfka,2016-11-10T02:30:45.792Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,gcmt
2010-07-18T05:56:44.930Z,52.876,-169.848,14,6.7,mwc,702,13.6,,0.94,us,usp000hfdm,2016-11-10T02:30:45.287Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,gcmt
2010-07-14T08:32:21.490Z,-38.067,-73.31,22,6.6,mwc,295,52.8,,0.86,us,usp000hf8z,2016-11-10T02:30:38.637Z,"Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-06-26T05:30:19.490Z,-10.627,161.447,35,6.7,mwc,392,18.7,,1.19,us,usp000hej3,2016-11-10T02:29:53.126Z,"Solomon Islands",earthquake,,,,,reviewed,us,gcmt
2010-06-16T03:58:08.480Z,-2.329,136.484,10.5,6.6,mwc,309,25,,1.38,us,usp000he3n,2016-11-10T02:29:40.466Z,"near the north coast of Papua, Indonesia",earthquake,,2.9,,,reviewed,us,gcmt
2010-06-16T03:16:27.550Z,-2.174,136.543,18,7,mwc,307,18.1,,1.27,us,usp000he3f,2016-11-10T02:29:39.839Z,"near the north coast of Papua, Indonesia",earthquake,,,,,reviewed,us,us
2010-06-12T19:26:50.460Z,7.881,91.936,35,7.5,mwc,514,18.6,,1.1,us,usp000hdwb,2016-11-10T02:29:28.661Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-05-31T19:51:45.870Z,11.132,93.471,112,6.5,mwc,422,19.2,,1.09,us,usp000hde8,2016-11-10T02:28:56.259Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-05-27T17:14:46.570Z,-13.698,166.643,31,7.2,mwc,327,11.7,,1.08,us,usp000hd84,2016-11-10T02:28:44.292Z,"Vanuatu",earthquake,,,,,reviewed,us,gcmt
2010-05-26T08:53:08.030Z,25.773,129.944,10,6.5,mwc,548,9.9,,0.89,us,usp000hd6j,2016-11-10T02:28:41.930Z,"southeast of the Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
2010-05-24T16:18:29.090Z,-8.087,-71.558,581.2,6.5,mwc,460,22.8,,0.8,us,usp000hd4k,2016-11-10T02:28:38.013Z,"Acre, Brazil",earthquake,,,,,reviewed,us,us
2010-05-09T05:59:41.620Z,3.748,96.018,38,7.2,mwc,611,20.6,,0.92,us,usp000hchk,2016-11-10T02:28:06.148Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
2010-05-05T16:29:03.210Z,-4.054,101.096,27,6.5,mwc,347,36.9,,0.98,us,usp000hcbx,2016-11-10T02:27:51.935Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,gcmt
2010-04-30T23:11:43.100Z,60.473,-177.877,12,6.5,mwc,430,22.6,,1.12,us,usp000hc4u,2016-11-10T02:27:38.556Z,"Bering Sea",earthquake,,,,,reviewed,us,gcmt
2010-04-26T02:59:52.150Z,22.18,123.623,22,6.5,mwc,351,17.6,,1.09,us,usp000hbws,2016-11-10T02:27:31.286Z,"southeast of Taiwan",earthquake,,,,,reviewed,us,us
2010-04-13T23:49:38.330Z,33.165,96.548,17,6.9,mwc,410,14.9,,1.25,us,usp000hbbt,2016-11-10T02:27:05.477Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,us
2010-04-11T09:40:25.600Z,-10.878,161.116,21,6.9,mwc,399,12.1,,0.97,us,usp000hb6a,2016-11-10T02:26:57.147Z,"Solomon Islands",earthquake,,,,,reviewed,us,gcmt
2010-04-06T22:15:01.580Z,2.383,97.048,31,7.8,mwc,352,19.2,,1.19,us,usp000hat0,2016-11-10T02:39:45.045Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,gcmt
2010-04-04T22:40:42.360Z,32.2861667,-115.2953333,9.987,7.2,mw,10,239,0.5137,0.11,ci,ci14607652,2016-11-10T02:26:40.538Z,"12km SW of Delta, B.C., MX",earthquake,1.81,31.61,,0,reviewed,ci,ci
2010-03-30T16:54:46.730Z,13.667,92.831,34,6.6,mwc,413,16.7,,0.86,us,usp000ha59,2016-11-10T02:26:32.205Z,"Andaman Islands, India region",earthquake,,7,,,reviewed,us,us
2010-03-20T14:00:49.980Z,-3.361,152.245,414.6,6.6,mwc,519,11.8,,0.91,us,usp000h9ra,2016-11-10T02:26:05.413Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,gcmt
2010-03-16T02:21:57.940Z,-36.217,-73.257,18,6.7,mwc,312,34.7,,0.93,us,usp000h9fs,2016-11-10T02:25:52.287Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
2010-03-14T08:08:03.960Z,37.745,141.59,32,6.5,mwc,491,27,,0.82,us,usp000h9cg,2016-11-10T02:25:47.223Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2010-03-11T14:55:27.510Z,-34.326,-71.799,18,7,mwc,403,17.1,,1.02,us,usp000h94v,2016-11-10T02:25:34.919Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,gcmt
2010-03-11T14:39:43.950Z,-34.29,-71.891,11,6.9,mwc,415,12.5,,0.85,us,usp000h94t,2016-11-10T02:25:34.398Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,us
2010-03-05T16:07:00.680Z,-3.762,100.991,26,6.8,mwc,401,23.2,,1.09,us,usp000h8s3,2016-11-10T02:25:15.966Z,"Kepulauan Mentawai region, Indonesia",earthquake,,,,,reviewed,us,us
2010-03-05T11:47:06.820Z,-36.665,-73.374,18,6.6,mwb,255,27.8,,0.93,us,usp000h8rt,2016-11-10T02:25:15.257Z,"offshore Bio-Bio, Chile",earthquake,,,,,reviewed,us,us
2010-03-04T14:02:27.550Z,-13.571,167.227,176,6.5,mwb,426,18.7,,1.01,us,usp000h8pu,2016-11-10T02:25:11.234Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2010-02-27T08:01:23.010Z,-37.773,-75.048,35,7.4,mwc,409,17.6,,1.06,us,usp000h7sq,2016-11-10T02:39:50.139Z,"off the coast of Bio-Bio, Chile",earthquake,,,,,reviewed,us,gcmt
2010-02-27T06:34:11.530Z,-36.122,-72.898,22.9,8.8,mww,454,17.8,,1.09,official,official20100227063411530_30,2016-11-10T02:24:47.173Z,"offshore Bio-Bio, Chile",earthquake,,9.2,,,reviewed,us,official
2010-02-26T20:31:26.970Z,25.93,128.425,25,7,mwc,487,15.7,,1.05,us,usp000h7qu,2016-11-10T02:24:46.667Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
2010-02-18T01:13:19.510Z,42.587,130.703,577.7,6.9,mwb,524,17,,1.35,us,usp000h7dn,2016-11-10T02:24:17.362Z,"China-Russia-North Korea border region",earthquake,,3.9,,,reviewed,us,us
2010-01-12T21:53:10.060Z,18.443,-72.571,13,7,mwc,500,22.7,,0.97,us,usp000h60h,2016-11-10T02:22:38.110Z,"Haiti region",earthquake,,,,,reviewed,us,us
2010-01-10T00:27:39.320Z,40.652,-124.692,29.3,6.5,mwc,330,31.4,,,us,usp000h5we,2016-11-10T02:22:32.974Z,"offshore Northern California",earthquake,,,,,reviewed,nc,us
2010-01-05T12:15:32.210Z,-9.019,157.551,15.4,6.8,mwc,338,15,,1.16,us,usp000h5rn,2016-11-10T02:22:23.206Z,"Solomon Islands",earthquake,,14.2,,,reviewed,us,us
2010-01-05T04:55:39.410Z,-58.173,-14.695,13,6.8,mwc,198,44,,1.19,us,usp000h5ra,2016-11-10T02:22:22.707Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
2010-01-03T22:36:25.640Z,-8.783,157.354,10,7.1,mwc,377,15,,1.09,us,usp000h5np,2016-11-10T02:22:19.598Z,"Solomon Islands",earthquake,,,,,reviewed,us,gcmt
2010-01-03T21:48:02.870Z,-8.726,157.487,10,6.6,mwc,282,16.6,,1.24,us,usp000h5nd,2016-11-10T02:22:19.086Z,"Solomon Islands",earthquake,,,,,reviewed,us,us
2009-11-24T12:47:15.660Z,-20.708,-174.035,18,6.8,mwc,459,15.6,,0.9,us,usp000h4cs,2016-11-10T02:20:47.089Z,"Tonga",earthquake,,,,,reviewed,us,us
2009-11-17T15:30:47.440Z,52.123,-131.395,17,6.6,mwc,388,26.6,,1.16,us,usp000h44s,2016-11-10T02:20:33.961Z,"Haida Gwaii, Canada",earthquake,,,,,reviewed,us,us
2009-11-13T03:05:57.220Z,-19.394,-70.321,27,6.5,mwc,390,17.7,,0.83,us,usp000h401,2016-11-10T02:20:18.817Z,"near the coast of Tarapaca, Chile",earthquake,,,,,reviewed,us,us
2009-11-09T10:44:55.110Z,-17.239,178.331,595,7.3,mwc,430,15,,0.87,us,usp000h3wn,2016-11-10T02:20:12.672Z,"Fiji",earthquake,,,,,reviewed,us,gcmt
2009-11-08T19:41:43.360Z,-8.207,118.631,18,6.6,mwc,305,20.4,,1.03,us,usp000h3vc,2016-11-10T02:20:09.674Z,"Sumbawa region, Indonesia",earthquake,,,,,reviewed,us,gcmt
2009-10-30T07:03:39.120Z,29.218,129.782,34,6.8,mwc,424,21.4,,1.02,us,usp000h3jp,2016-11-10T02:19:46.283Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
2009-10-24T14:40:43.720Z,-6.133,130.385,130,6.9,mwc,397,11,,0.81,us,usp000h3c5,2016-11-10T02:19:31.068Z,"Banda Sea",earthquake,,,,,reviewed,us,us
2009-10-13T05:37:23.690Z,52.754,-166.997,24,6.5,mwc,485,47.1,,0.92,us,usp000h2u7,2016-11-10T02:18:49.617Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
2009-10-08T08:28:47.970Z,-13.298,165.91,35,6.8,mwc,174,30.2,,1.45,us,usp000h2js,2016-11-10T02:18:17.613Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2009-10-07T23:13:48.160Z,-13.093,166.497,31.1,7.4,mwc,314,20.2,,0.96,us,usp000h2gr,2016-11-10T02:18:17.049Z,"Vanuatu",earthquake,,2.4,,,reviewed,us,gcmt
2009-10-07T22:50:15.780Z,-12.39,166.086,21,6.8,mwc,74,34.8,,0.92,us,usp000h2gj,2016-11-10T02:18:16.397Z,"Santa Cruz Islands",earthquake,,13.9,,,reviewed,us,gcmt
2009-10-07T22:18:51.240Z,-12.517,166.382,35,7.8,mwc,195,20.3,,0.97,us,usp000h2gd,2016-11-10T02:18:15.749Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
2009-10-07T22:03:14.470Z,-13.006,166.51,45,7.7,mww,283,23.2,,1.31,us,usp000h2g9,2016-11-10T02:18:15.146Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2009-10-07T21:41:13.270Z,4.079,122.371,574,6.8,mwc,326,17.4,,1.06,us,usp000h2g6,2016-11-10T02:18:14.494Z,"Celebes Sea",earthquake,,,,,reviewed,us,us
2009-10-04T10:58:00.170Z,6.74,123.378,620,6.6,mwc,419,11.6,,1.05,us,usp000h2c1,2016-11-10T02:18:01.535Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
2009-10-01T01:52:27.320Z,-2.482,101.524,9,6.6,mwc,417,30.1,,1.15,us,usp000h24c,2016-11-10T02:17:42.794Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
2009-09-30T10:16:09.250Z,-0.72,99.867,81,7.6,mwc,498,14,,0.92,us,usp000h237,2016-11-10T02:17:41.794Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,gcmt
2009-09-29T17:48:10.990Z,-15.489,-172.095,18,8.1,mwc,520,20.8,,1.01,us,usp000h1ys,2016-11-10T02:17:40.786Z,"Samoa Islands region",earthquake,,,,,reviewed,us,gcmt
2009-09-02T07:55:01.050Z,-7.782,107.297,46,7,mwc,312,16.3,,0.89,us,usp000h152,2016-11-10T02:16:49.713Z,"Java, Indonesia",earthquake,,,,,reviewed,us,us
2009-08-30T14:51:32.890Z,-15.223,-172.571,11,6.6,mwc,431,20.9,,1.04,us,usp000h121,2016-11-10T02:16:44.677Z,"Samoa Islands region",earthquake,,,,,reviewed,us,us
2009-08-28T01:51:20.400Z,-7.146,123.427,642.4,6.9,mwc,350,19.5,,0.84,us,usp000h0y7,2016-11-10T02:16:38.054Z,"Banda Sea",earthquake,,,,,reviewed,us,us
2009-08-17T00:05:49.030Z,23.501,123.499,20,6.7,mwc,345,13.5,,1.01,us,usp000h0gm,2016-11-10T02:16:10.455Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,gcmt
2009-08-16T07:38:21.700Z,-1.479,99.49,20,6.7,mwc,369,14.9,,1.07,us,usp000h0ew,2016-11-10T02:16:08.097Z,"Kepulauan Mentawai region, Indonesia",earthquake,,,,,reviewed,us,gcmt
2009-08-12T22:48:51.420Z,32.821,140.395,53,6.6,mwc,336,14.1,,0.78,us,usp000h093,2016-11-10T02:15:58.844Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
2009-08-10T19:55:38.730Z,14.099,92.902,24,7.5,mwc,303,18.2,,1.03,us,usp000h05x,2016-11-10T02:15:54.869Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2009-08-10T04:06:31.000Z,-11.612,166.09,35,6.6,mwc,251,29.1,,1.29,us,usp000h054,2016-11-10T02:15:52.884Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
2009-08-09T10:55:55.110Z,33.167,137.944,292,7.1,mwc,447,14.2,,0.91,us,usp000h04j,2016-11-10T02:15:51.877Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
2009-08-03T17:59:56.170Z,29.039,-112.903,10,6.9,mwc,243,35,,1.29,us,usp000gzyb,2016-11-10T02:15:40.324Z,"Sonora, Mexico",earthquake,,,,,reviewed,us,gcmt
2009-07-15T09:22:29.030Z,-45.762,166.562,12,7.8,mwc,434,16.8,,,us,usp000gz8j,2016-11-10T02:14:42.292Z,"off the west coast of the South Island of New Zealand",earthquake,,,,,reviewed,wel,gcmt
2009-06-23T14:19:22.350Z,-5.157,153.782,64,6.7,mwc,269,13.8,,1.17,us,usp000gyhq,2016-11-10T02:13:46.575Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,us
2009-05-28T08:24:46.560Z,16.731,-86.217,19,7.3,mwc,464,27.2,,1.12,us,usp000gxkj,2016-11-10T02:12:31.494Z,"offshore Honduras",earthquake,,,,,reviewed,us,gcmt
2009-05-16T00:53:51.250Z,-31.553,-178.833,43,6.5,mwc,466,17.2,,0.88,us,usp000gx5u,2016-11-10T02:11:56.659Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,gcmt
2009-04-18T19:17:58.930Z,46.015,151.427,35,6.6,mwc,459,25.7,,0.87,us,usp000gwbe,2016-11-10T02:11:00.248Z,"Kuril Islands",earthquake,,,,,reviewed,us,gcmt
2009-04-16T14:57:06.200Z,-60.203,-26.858,20,6.7,mwc,214,21.7,,0.99,us,usp000gw7m,2016-11-10T02:10:52.979Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,us
2009-04-07T04:23:33.150Z,46.049,151.548,31,6.9,mwc,493,18.7,,0.94,us,usp000gvv4,2016-11-10T02:10:31.706Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
2009-03-19T18:17:40.470Z,-23.043,-174.66,31,7.6,mwc,504,14,,1,us,usp000gv5p,2016-11-10T02:09:47.614Z,"Tonga region",earthquake,,,,,reviewed,us,us
2009-03-06T10:50:29.410Z,80.324,-1.853,9,6.5,mwc,341,14.5,,0.9,us,usp000gupr,2016-11-10T02:09:03.472Z,"north of Svalbard",earthquake,,,,,reviewed,us,gcmt
2009-02-18T21:53:45.160Z,-27.424,-176.33,25,7,mwc,353,18.5,,0.95,us,usp000gu5x,2016-11-10T02:08:13.950Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,gcmt
2009-02-11T17:34:50.490Z,3.886,126.387,20,7.2,mwc,432,18.6,,1.14,us,usp000gtnc,2016-11-10T02:07:38.338Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,reviewed,us,us
